date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:52:12	133/133	---MCZ	200	added ('OK')	text/plain	date:Sat,%2009%20Jul%202016%2010:52:11%20GMT	http://interactivity.tothong.com/robots.txt		(from )
06:52:12	16052/16052	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Jul%202016%2010:52:12%20GMT	http://interactivity.tothong.com/	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/index.html	(from )
06:52:13	4900/4900	---MCZ	200	added ('OK')	text/css	date:Mon,%2006%20Feb%202012%2022:06:17%20GMT	http://interactivity.tothong.com/wp-content/themes/architekttheme/style.css	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/wp-content/themes/architekttheme/style.css	(from http://interactivity.tothong.com/)
06:52:13	57204/57204	---MCZ	200	added ('OK')	text/css	date:Mon,%2021%20Mar%202016%2002:21:00%20GMT	http://interactivity.tothong.com/wp-content/plugins/jetpack/css/jetpack.css?ver=3.9.4	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/wp-content/plugins/jetpack/css/jetpackf3c8.css	(from http://interactivity.tothong.com/)
06:52:13	21549/21549	---MCZ	200	added ('OK')	text/css	date:Mon,%2011%20Feb%202013%2007:05:15%20GMT	http://interactivity.tothong.com/wp-content/plugins/media-element-html5-video-and-audio-player/mediaelement/mediaelementplayer.css?ver=4.4.2	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/wp-content/plugins/media-element-html5-video-and-audio-player/mediaelement/mediaelementplayerc1f9.css	(from http://interactivity.tothong.com/)
06:52:14	7200/7200	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2019%20Feb%202014%2015:38:38%20GMT	http://interactivity.tothong.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.2.1	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/wp-includes/js/jquery/jquery-migrate.min1576.js	(from http://interactivity.tothong.com/)
06:52:16	64806/64806	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2011%20Feb%202013%2007:05:15%20GMT	http://interactivity.tothong.com/wp-content/plugins/media-element-html5-video-and-audio-player/mediaelement/mediaelement-and-player.min.js?ver=2.1.3	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/wp-content/plugins/media-element-html5-video-and-audio-player/mediaelement/mediaelement-and-player.min4c71.js	(from http://interactivity.tothong.com/)
06:52:16	15559/15559	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Jul%202016%2010:52:16%20GMT	http://interactivity.tothong.com/wp-json/	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/wp-json/index.html	(from http://interactivity.tothong.com/)
06:52:16	95977/95977	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2023%20Aug%202015%2003:36:07%20GMT	http://interactivity.tothong.com/wp-includes/js/jquery/jquery.js?ver=1.11.3	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/wp-includes/js/jquery/jqueryc1d8.js	(from http://interactivity.tothong.com/)
06:52:16	884/884	---MCZ	200	added ('OK')	text/xml	date:Sat,%2009%20Jul%202016%2010:52:16%20GMT	http://interactivity.tothong.com/xmlrpc.php?rsd	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/xmlrpc0db0.php	(from http://interactivity.tothong.com/)
06:52:16	1045/1045	---MCZ	200	added ('OK')	text/xml	date:Wed,%2019%20Feb%202014%2015:38:38%20GMT	http://interactivity.tothong.com/wp-includes/wlwmanifest.xml	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/wp-includes/wlwmanifest.xml	(from http://interactivity.tothong.com/)
06:52:16	727/727	---M--	200	added ('OK')	application/x-shockwave-flash	date:Thu,%2019%20Jun%202014%2007:01:18%20GMT	http://interactivity.tothong.com/wp-content/plugins/vipers-video-quicktags/resources/expressinstall.swf	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/wp-content/plugins/vipers-video-quicktags/resources/expressinstall.swf	(from http://interactivity.tothong.com/)
06:52:17	1597/1597	---MCZ	200	added ('OK')	text/css	date:Mon,%2006%20Feb%202012%2022:06:17%20GMT	http://interactivity.tothong.com/wp-content/themes/architekttheme/themes/default/default.css	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/wp-content/themes/architekttheme/themes/default/default.css	(from http://interactivity.tothong.com/)
06:52:17	1505/1505	---MCZ	200	added ('OK')	text/css	date:Mon,%2006%20Feb%202012%2022:06:17%20GMT	http://interactivity.tothong.com/wp-content/themes/architekttheme/css/nivo-slider.css	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/wp-content/themes/architekttheme/css/nivo-slider.css	(from http://interactivity.tothong.com/)
06:52:18	25279/25279	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2006%20Feb%202012%2022:06:17%20GMT	http://interactivity.tothong.com/wp-content/themes/architekttheme/js/jquery.nivo.slider.js	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/wp-content/themes/architekttheme/js/jquery.nivo.slider.js	(from http://interactivity.tothong.com/)
06:52:18	3215/3215	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Feb%202012%2022:06:17%20GMT	http://interactivity.tothong.com/wp-content/themes/architekttheme/images/search-icon.png	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/wp-content/themes/architekttheme/images/search-icon.png	(from http://interactivity.tothong.com/)
06:52:19	91342/91342	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2006%20Feb%202012%2022:06:17%20GMT	http://interactivity.tothong.com/wp-content/themes/architekttheme/js/jquery-1.6.1.min.js	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/wp-content/themes/architekttheme/js/jquery-1.6.1.min.js	(from http://interactivity.tothong.com/)
06:52:21	15786/15786	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Jul%202016%2010:52:21%20GMT	http://interactivity.tothong.com/readresponse/	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/readresponse/index.html	(from http://interactivity.tothong.com/)
06:52:22	23641/23641	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20May%202012%2010:05:20%20GMT	http://interactivity.tothong.com/wp-content/uploads/2012/05/sdubhead-959x349.jpg	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/wp-content/uploads/2012/05/sdubhead-959x349.jpg	(from http://interactivity.tothong.com/)
06:52:22	26923/26923	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Apr%202012%2023:43:09%20GMT	http://interactivity.tothong.com/wp-content/uploads/2012/04/20120412-_DSC0071-959x349.jpg	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/wp-content/uploads/2012/04/20120412-_DSC0071-959x349.jpg	(from http://interactivity.tothong.com/)
06:52:23	13389/13389	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Jul%202016%2010:52:23%20GMT	http://interactivity.tothong.com/mini-projects/	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/mini-projects/index.html	(from http://interactivity.tothong.com/)
06:52:23	40756/40756	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Feb%202012%2001:01:46%20GMT	http://interactivity.tothong.com/wp-content/uploads/2012/02/logo2.jpg	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/wp-content/uploads/2012/02/logo2.jpg	(from http://interactivity.tothong.com/)
06:52:25	14411/14411	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Jul%202016%2010:52:25%20GMT	http://interactivity.tothong.com/of-running-on-ipad/	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/of-running-on-ipad/index.html	(from http://interactivity.tothong.com/)
06:52:25	13670/13670	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Jul%202016%2010:52:25%20GMT	http://interactivity.tothong.com/paper-final-draft/	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/paper-final-draft/index.html	(from http://interactivity.tothong.com/)
06:52:27	17266/17266	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Jul%202016%2010:52:27%20GMT	http://interactivity.tothong.com/conceptualizing-sdub/	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/conceptualizing-sdub/index.html	(from http://interactivity.tothong.com/)
06:52:30	59917/59917	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Mar%202012%2011:03:07%20GMT	http://interactivity.tothong.com/wp-content/uploads/2012/03/head1-959x349.jpg	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/wp-content/uploads/2012/03/head1-959x349.jpg	(from http://interactivity.tothong.com/)
06:52:32	19530/19530	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Jul%202016%2010:52:32%20GMT	http://interactivity.tothong.com/playing/	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/playing/index.html	(from http://interactivity.tothong.com/)
06:52:33	7211/7211	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20May%202012%2010:05:20%20GMT	http://interactivity.tothong.com/wp-content/uploads/2012/05/sdubhead-306x215.jpg	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/wp-content/uploads/2012/05/sdubhead-306x215.jpg	(from http://interactivity.tothong.com/)
06:52:34	93279/93279	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Mar%202012%2016:08:51%20GMT	http://interactivity.tothong.com/wp-content/uploads/2012/03/2cage2-959x349.jpg	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/wp-content/uploads/2012/03/2cage2-959x349.jpg	(from http://interactivity.tothong.com/)
06:52:35	22817/22817	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Jul%202016%2010:52:35%20GMT	http://interactivity.tothong.com/object/	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/object/index.html	(from http://interactivity.tothong.com/)
06:52:36	27594/27594	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Jul%202016%2010:52:36%20GMT	http://interactivity.tothong.com/space/	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/space/index.html	(from http://interactivity.tothong.com/)
06:52:37	13029/13029	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Apr%202012%2000:35:10%20GMT	http://interactivity.tothong.com/wp-content/uploads/2012/04/image-306x215.jpg	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/wp-content/uploads/2012/04/image-306x215.jpg	(from http://interactivity.tothong.com/)
06:52:38	14929/14929	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Jul%202016%2010:52:37%20GMT	http://interactivity.tothong.com/interesting-references/	//Mac/Home/Downloads/My%20Web%20Sites/interactivity/interactivity.tothong.com/interesting-references/index.html	(from http://interactivity.tothong.com/)
